BayernMunich,Ron-Thorben Hoffmann,Goalkeeper,0,0,0,10001
BayernMunich,Manuel Neuer,Goalkeeper,0,0,0,10002
BayernMunich,Sven Ulreich,Goalkeeper,0,0,0,10003
BayernMunich,David Alaba,Defender,0,0,0,10004
BayernMunich,Jerome Boateng,Defender,0,0,0,10005
BayernMunich,Alphonso Davies,Defender,0,0,0,10006
BayernMunich,Lucas Hernandez,Defender,0,0,0,10007
BayernMunich,Joshua Kimmich,Defender,0,0,0,10008
BayernMunich,Lars Lukas Mai,Defender,0,0,0,10009
BayernMunich,Odriozola,Defender,0,0,0,10010
BayernMunich,Benjamin Pavard,Defender,0,0,0,10011
BayernMunich,Chris Richards,Defender,0,0,0,10012
BayernMunich,Niklas Sule,Defender,0,0,0,10013
BayernMunich,Mickael Cuisance,Midfielder,0,0,0,10014
BayernMunich,Leon Goretzka,Midfielder,0,0,0,10015
BayernMunich,Javi Martinez,Midfielder,0,0,0,10016
BayernMunich,Jamal Musiala,Midfielder,0,0,0,10017
BayernMunich,Sarpreet Singh,Midfielder,0,0,0,10018
BayernMunich,Thiago,Midfielder,0,0,0,10019
BayernMunich,Corentin Tolisso,Midfielder,0,0,0,10020
BayernMunich,Paul Will,Midfielder,0,0,0,10021
BayernMunich,Jann-Fiete Arp,Forward,0,0,0,10022
BayernMunich,Oliver Batista-Meier,Forward,0,0,0,10023
BayernMunich,Kingsley Coman,Forward,0,0,0,10024
BayernMunich,Leon Dajaku,Forward,0,0,0,10025
BayernMunich,Serge Gnabry,Forward,0,0,0,10026
BayernMunich,Woo-yeong Jeong,Forward,0,0,0,10027
BayernMunich,Robert Lewandowski,Forward,0,0,0,10028
BayernMunich,Thomas Muller,Forward,0,0,0,10029
BayernMunich,Ivan Perisic,Forward,0,0,0,10030
BayernMunich,Kwasi Wriedt,Forward,0,0,0,10031
BayernMunich,Joshua Zirkzee,Forward,0,0,0,10032
Dortmund,Roman Burki,Goalkeeper,0,0,0,10033
Dortmund,Marwin Hitz,Goalkeeper,0,0,0,10034
Dortmund,Luca Unbehaun,Goalkeeper,0,0,0,10035
Dortmund,Manuel Akanji,Defender,0,0,0,10036
Dortmund,Mats Hummels,Defender,0,0,0,10037
Dortmund,Mateu Morey,Defender,0,0,0,10038
Dortmund,Thomas Meunier,Defender,0,0,0,10039
Dortmund,Felix Passlack,Defender,0,0,0,10040
Dortmund,Lukasz Piszczek,Defender,0,0,0,10041
Dortmund,Marcel Schmelzer,Defender,0,0,0,10042
Dortmund,Nico Schulz,Defender,0,0,0,10043
Dortmund,Dan-Axel Zagadou,Defender,0,0,0,10044
Dortmund,Jude Bellingham,Midfielder,0,0,0,10045
Dortmund,Julian Brandt,Midfielder,0,0,0,10046
Dortmund,Emre Can,Midfielder,0,0,0,10047
Dortmund,Mahmoud Dahoud,Midfielder,0,0,0,10048
Dortmund,Thomas Delaney,Midfielder,0,0,0,10049
Dortmund,Raphael Guerreiro,Midfielder,0,0,0,10050
Dortmund,Immanuel Pherai,Midfielder,0,0,0,10051
Dortmund,Tobias Raschl,Midfielder,0,0,0,10052
Dortmund,Reinier,Midfielder,0,0,0,10053
Dortmund,Giovanni Reyna,Midfielder,0,0,0,10054
Dortmund,Sergio Gomez,Midfielder,0,0,0,10055
Dortmund,Axel Witsel,Midfielder,0,0,0,10056
Dortmund,Erling Haaland,Forward,0,0,0,10057
Dortmund,Thorgan Hazard,Forward,0,0,0,10058
Dortmund,Marco Reus,Forward,0,0,0,10059
Dortmund,Jadon Sancho,Forward,0,0,0,10060
Dortmund,Marius Wolf,Forward,0,0,0,10061
Liverpool,Adrián,Goalkeeper,0,0,0,10062
Liverpool,Alisson,Goalkeeper,0,0,0,10063
Liverpool,Loris Karius,Goalkeeper,0,0,0,10064
Liverpool,Caoimhin Kelleher,Goalkeeper,0,0,0,10065
Liverpool,Trent Alexander-Arnold,Defender,0,0,0,10066
Liverpool,Joe Gomez,Defender,0,0,0,10067
Liverpool,Ki-Jana Hoever,Defender,0,0,0,10068
Liverpool,Joel Matip,Defender,0,0,0,10069
Liverpool,Nathan Phillips,Defender,0,0,0,10070
Liverpool,Andrew Robertson,Defender,0,0,0,10071
Liverpool,Kostas Tsimikas,Defender,0,0,0,10072
